iter	Passed	Remaining
315	10324	332723
316	10354	332622
317	10385	332543
318	10415	332414
319	10446	332332
320	10476	332219
321	10505	332068
322	10534	331932
323	10578	332237
324	10610	332188
325	10642	332128
326	10675	332101
327	10707	332049
328	10736	331920
329	10767	331820
330	10796	331703
331	10827	331593
332	10856	331460
333	10915	332222
334	10946	332137
335	10975	332021
336	11005	331906
337	11035	331781
338	11064	331638
339	11094	331544
340	11124	331427
341	11165	331632
342	11194	331503
343	11226	331438
344	11257	331357
345	11286	331218
346	11316	331102
347	11345	330966
348	11374	330824
349	11405	330748
350	11435	330645
351	11465	330551
352	11496	330455
353	11526	330358
354	11555	330240
355	11588	330211
356	11631	330461
357	11663	330433
358	11694	330348
359	11724	330236
360	11754	330143
361	11816	330916
362	11851	330953
363	11881	330852
364	11912	330765
365	11949	330872
366	11978	330735
367	12008	330624
368	12038	330533
369	12068	330418
370	12097	330297
371	12127	330175
372	12157	330069
373	12199	330292
374	12233	330298
375	12266	330269
376	12294	330137
377	12325	330043
378	12356	329980
379	12399	330213
380	12428	330086
381	12457	329968
382	12488	329879
383	12518	329790
384	12548	329695
385	12579	329601
386	12612	329595
387	12644	329547
388	12676	329485
389	12706	329403
390	12736	329298
391	12766	329197
392	12796	329096
393	12846	329513
394	12879	329481
395	12909	329394
396	12939	329283
397	12969	329195
398	12999	329100
399	13030	329012
400	13074	329287
401	13116	329482
402	13146	329368
403	13175	329266
404	13215	329415
405	13246	329338
406	13278	329290
407	13308	329185
408	13337	329057
409	13368	328996
410	13398	328895
411	13428	328811
412	13458	328702
413	13487	328574
414	13516	328477
415	13548	328418
416	13578	328317
417	13611	328296
418	13645	328303
419	13677	328257
420	13707	328177
421	13737	328066
422	13766	327949
423	13796	327862
424	13826	327779
425	13863	327837
426	13902	327964
427	13932	327868
428	13962	327784
429	13993	327711
430	14023	327611
431	14054	327552
432	14085	327474
433	14115	327389
434	14146	327320
435	14176	327222
436	14219	327436
437	14250	327375
438	14281	327298
439	14313	327267
440	14344	327196
441	14374	327110
442	14405	327032
443	14436	326956
444	14465	326863
445	14495	326769
446	14526	326700
447	14557	326625
448	14586	326530
449	14619	326501
450	14658	326607
451	14690	326563
452	14719	326470
453	14749	326379
454	14778	326270
455	14840	326881
456	14870	326786
457	14900	326709
458	14932	326653
459	14983	327038
460	15020	327102
461	15053	327079
462	15084	327015
463	15114	326921
464	15145	326845
465	15175	326766
466	15205	326672
467	15245	326811
468	15270	326602
469	15300	326519
470	15331	326449
471	15362	326388
472	15392	326311
473	15423	326246
474	15447	326025
475	15478	325949
476	15508	325882
477	15539	325806
478	15568	325706
479	15600	325670
480	15633	325631
481	15665	325593
482	15698	325579
483	15729	325505
484	15759	325427
485	15789	325344
486	15819	325261
487	15850	325198
488	15880	325116
489	15912	325072
490	15943	325006
491	15974	324934
492	16004	324853
493	16033	324752
494	16064	324699
495	16095	324627
496	16126	324564
497	16155	324477
498	16200	324682
499	16230	324602
500	16273	324779
501	16304	324730
502	16336	324681
503	16367	324623
504	16398	324553
505	16428	324474
506	16458	324402
507	16490	324346
508	16523	324330
509	16552	324243
510	16583	324176
511	16616	324146
512	16649	324125
513	16682	324110
514	16715	324079
515	16745	323998
516	16773	323893
517	16803	323805
518	16835	323763
519	16865	323678
520	16895	323602
521	16926	323551
522	16957	323486
523	17013	323897
524	17044	323838
525	17074	323775
526	17132	324214
527	17163	324153
528	17193	324079
529	17224	324010
530	17255	323962
531	17299	324141
532	17330	324084
533	17360	323996
534	17389	323897
535	17420	323841
536	17450	323751
537	17500	324057
538	17530	323972
539	17559	323880
540	17591	323831
541	17622	323780
542	17655	323742
543	17685	323671
544	17718	323649
545	17749	323588
546	17778	323494
547	17809	323434
548	17840	323363
549	17869	323278
550	17901	323225
551	17935	323232
552	17967	323180
553	18011	323370
554	18042	323299
555	18071	323208
556	18103	323161
557	18134	323103
558	18164	323028
559	18194	322948
560	18223	322856
561	18252	322769
562	18283	322707
563	18329	322908
564	18358	322824
565	18388	322745
566	18419	322678
567	18450	322618
568	18480	322550
569	18511	322498
570	18542	322436
571	18572	322363
572	18604	322319
573	18638	322307
574	18670	322262
575	18700	322194
576	18733	322168
577	18778	322346
578	18808	322276
579	18840	322233
580	18876	322266
581	18908	322223
582	18939	322162
583	18969	322098
584	19001	322049
585	19056	322394
586	19087	322345
587	19149	322803
588	19179	322723
589	19209	322648
590	19239	322571
591	19269	322508
592	19300	322438
593	19346	322635
594	19377	322579
595	19409	322529
596	19439	322463
597	19470	322397
598	19500	322336
599	19531	322273
600	19562	322204
601	19596	322201
602	19630	322201
603	19664	322183
604	19696	322135
605	19726	322073
606	19771	322241
607	19804	322216
608	19824	321975
609	19853	321883
610	19883	321816
611	19914	321755
612	19945	321697
613	19977	321650
614	20007	321588
615	20037	321510
616	20068	321449
617	20126	321833
618	20157	321767
619	20186	321673
620	20216	321606
621	20247	321553
622	20278	321497
623	20310	321456
624	20343	321427
625	20402	321809
626	20433	321753
627	20464	321698
628	20494	321627
629	20525	321565
630	20554	321482
631	20586	321429
632	20620	321426
633	20652	321391
634	20683	321326
635	20713	321249
636	20742	321171
637	20773	321105
638	20805	321075
639	20835	321004
640	20866	320934
641	20896	320871
642	20954	321228
643	20988	321221
644	21018	321140
645	21057	321206
646	21088	321145
647	21120	321116
648	21188	321614
649	21237	321836
650	21275	321884
651	21316	321966
652	21352	321986
653	21409	322323
654	21455	322493
655	21518	322911
656	21554	322920
657	21615	323307
658	21650	323305
659	21683	323275
660	21757	323867
661	21795	323896
662	21824	323817
663	21869	323964
664	21900	323893
665	21931	323838
666	21961	323757
667	21990	323673
668	22033	323780
669	22065	323742
670	22097	323685
671	22128	323624
672	22157	323546
673	22190	323507
674	22220	323438
675	22251	323369
676	22281	323302
677	22313	323251
678	22345	323201
679	22375	323126
680	22404	323037
681	22455	323274
682	22486	323205
683	22515	323122
684	22545	323039
685	22563	322802
686	22594	322740
687	22634	322810
688	22665	322749
689	22696	322678
690	22725	322602
691	22757	322548
692	22786	322463
693	22815	322379
694	22846	322322
695	22880	322293
696	22919	322358
697	22951	322300
698	22984	322280
699	23023	322333
700	23062	322379
701	23100	322416
702	23143	322532
703	23189	322676
704	23224	322674
705	23273	322862
706	23338	323278
707	23392	323526
708	23429	323548
709	23461	323499
710	23514	323741
711	23553	323790
712	23592	323843
713	23629	323869
714	23660	323803
715	23728	324244
716	23765	324262
717	23804	324312
718	23839	324302
719	23870	324238
720	23908	324267
721	23945	324291
722	23994	324470
723	24054	324804
724	24087	324768
725	24120	324728
726	24158	324755
727	24191	324729
728	24221	324645
729	24250	324559
730	24280	324481
731	24313	324447
732	24344	324377
733	24373	324297
734	24404	324231
735	24434	324161
736	24464	324076
737	24494	324001
738	24543	324174
739	24574	324123
740	24606	324070
741	24637	324012
742	24668	323946
743	24697	323851
744	24727	323781
745	24757	323710
746	24787	323635
747	24818	323565
748	24852	323545
749	24883	323480
750	24912	323397
751	24943	323339
752	24975	323290
753	25005	323216
754	25039	323198
755	25089	323375
756	25123	323353
757	25156	323313
758	25193	323330
759	25231	323365
760	25261	323290
761	25291	323214
762	25323	323170
763	25357	323140
764	25388	323075
765	25419	323015
766	25449	322952
767	25480	322888
768	25510	322811
769	25571	323126
770	25608	323145
771	25642	323124
772	25677	323114
773	25710	323077
774	25748	323108
775	25780	323054
776	25813	323019
777	25845	322971
778	25877	322917
779	25907	322853
780	25940	322810
781	25971	322754
782	26005	322731
783	26038	322689
784	26069	322628
785	26100	322575
786	26132	322521
787	26173	322579
788	26203	322511
789	26232	322432
790	26272	322480
791	26315	322558
792	26353	322583
793	26390	322601
794	26420	322526
795	26451	322471
796	26482	322412
797	26514	322360
798	26545	322303
799	26579	322271
800	26632	322484
801	26662	322410
802	26692	322341
803	26727	322324
804	26757	322258
805	26788	322197
806	26819	322136
807	26850	322070
808	26882	322019
809	26913	321961
810	26943	321896
811	26973	321825
812	27004	321766
813	27039	321744
814	27074	321735
815	27106	321690
816	27148	321756
817	27180	321711
818	27223	321796
819	27254	321734
820	27287	321703
821	27320	321659
822	27351	321609
823	27382	321544
824	27413	321491
825	27444	321420
826	27474	321350
827	27508	321330
828	27540	321278
829	27572	321239
830	27608	321235
831	27661	321432
832	27713	321618
833	27744	321552
834	27767	321403
835	27796	321323
836	27826	321254
837	27856	321179
838	27886	321111
839	27917	321046
840	27947	320977
841	27978	320922
842	28008	320849
843	28039	320793
844	28073	320767
845	28104	320706
846	28132	320622
847	28151	320422
848	28181	320348
849	28211	320279
850	28240	320205
851	28270	320132
852	28300	320067
853	28331	320003
854	28362	319950
855	28393	319893
856	28423	319817
857	28453	319748
858	28484	319691
859	28513	319611
860	28543	319551
861	28575	319504
862	28608	319470
863	28639	319408
864	28691	319587
865	28721	319513
866	28752	319463
867	28781	319386
868	28811	319313
869	28842	319253
870	28872	319188
871	28904	319137
872	28934	319078
873	28966	319034
874	29000	319009
875	29031	318954
876	29056	318823
877	29085	318744
878	29117	318698
879	29147	318634
880	29177	318571
881	29206	318494
882	29237	318438
883	29268	318379
884	29298	318312
885	29328	318248
886	29360	318200
887	29390	318130
888	29419	318056
889	29464	318146
890	29498	318125
891	29530	318086
892	29566	318079
893	29598	318036
894	29630	317986
895	29660	317920
896	29701	317977
897	29822	318876
898	29851	318808
899	29882	318745
900	29911	318668
901	29940	318593
902	29971	318534
903	30006	318518
904	30039	318482
905	30084	318572
906	30117	318540
907	30149	318499
908	30180	318443
909	30213	318406
910	30240	318301
911	30270	318239
912	30301	318183
913	30331	318115
914	30361	318048
915	30392	317995
916	30423	317934
917	30452	317862
918	30483	317802
919	30513	317735
920	30544	317681
921	30575	317632
922	30607	317580
923	30639	317539
924	30669	317471
925	30698	317399
926	30728	317326
927	30759	317270
928	30788	317201
929	30841	317367
930	30875	317339
931	30909	317319
932	30972	317593
933	31007	317578
934	31066	317804
935	31101	317788
936	31133	317749
937	31163	317683
938	31193	317617
939	31223	317546
940	31253	317479
941	31284	317429
942	31315	317375
943	31345	317303
944	31375	317240
945	31406	317182
946	31435	317106
947	31466	317052
948	31499	317021
949	31553	317191
950	31590	317202
951	31625	317188
952	31659	317160
953	31691	317112
954	31721	317044
955	31750	316972
956	31780	316911
957	31811	316857
958	31841	316792
959	31897	316979
960	31940	317045
961	31971	316992
962	32002	316936
963	32032	316871
964	32061	316795
965	32091	316725
966	32120	316649
967	32149	316576
968	32178	316508
969	32216	316518
970	32247	316458
971	32276	316392
972	32308	316341
973	32353	316424
974	32383	316358
975	32415	316317
976	32447	316271
977	32479	316227
978	32548	316537
979	32579	316485
980	32610	316434
981	32641	316375
982	32671	316313
983	32732	316543
984	32765	316510
985	32798	316474
986	32830	316425
987	32860	316369
988	32891	316313
989	32951	316530
990	32984	316501
991	33011	316402
992	33048	316411
993	33081	316374
994	33114	316337
995	33145	316283
996	33176	316221
997	33205	316152
998	33234	316081
999	33264	316008
1000	33294	315945
1001	33325	315890
1002	33356	315838
1003	33389	315799
1004	33419	315738
1005	33450	315687
1006	33481	315630
1007	33514	315594
1008	33547	315556
1009	33579	315511
1010	33611	315472
1011	33642	315410
1012	33671	315344
1013	33702	315289
1014	33736	315259
1015	33799	315509
1016	33833	315476
1017	33865	315436
1018	33897	315393
1019	33930	315355
1020	33988	315548
1021	34021	315515
1022	34050	315443
1023	34082	315391
1024	34112	315332
1025	34141	315262
1026	34171	315197
1027	34201	315132
1028	34231	315069
1029	34260	314999
1030	34291	314946
1031	34322	314884
1032	34351	314815
1033	34381	314756
1034	34415	314725
1035	34447	314680
1036	34478	314631
1037	34509	314575
1038	34540	314516
1039	34572	314476
1040	34605	314441
1041	34637	314399
1042	34667	314333
1043	34697	314268
1044	34730	314235
1045	34761	314180
1046	34792	314125
1047	34822	314069
1048	34852	314001
1049	34882	313945
1050	34912	313880
1051	34943	313829
1052	34975	313780
1053	35035	313989
1054	35065	313926
1055	35095	313862
1056	35125	313804
1057	35155	313743
1058	35185	313678
1059	35215	313619
1060	35245	313553
1061	35275	313496
1062	35305	313434
1063	35336	313375
1064	35366	313321
1065	35397	313261
1066	35429	313220
1067	35463	313190
1068	35492	313126
1069	35506	312923
1070	35536	312859
1071	35570	312834
1072	35606	312828
1073	35638	312781
1074	35668	312719
1075	35698	312659
1076	35729	312604
1077	35759	312550
1078	35789	312485
1079	35820	312435
1080	35872	312569
1081	35903	312508
1082	35932	312444
1083	35962	312379
1084	36054	312864
1085	36086	312817
1086	36116	312751
1087	36146	312691
1088	36175	312626
1089	36207	312579
1090	36237	312518
1091	36267	312454
1092	36296	312392
1093	36326	312324
1094	36357	312273
1095	36399	312316
1096	36437	312327
1097	36468	312272
1098	36504	312265
1099	36540	312258
1100	36574	312229
1101	36609	312207
1102	36640	312156
1103	36670	312096
1104	36701	312045
1105	36732	311993
1106	36763	311945
1107	36800	311938
1108	36844	312000
1109	36875	311943
1110	36905	311883
1111	36936	311838
1112	36968	311791
1113	37000	311747
1114	37045	311816
1115	37107	312024
1116	37139	311977
1117	37181	312021
1118	37212	311970
1119	37243	311915
1120	37282	311925
1121	37313	311873
1122	37342	311809
1123	37373	311753
1124	37404	311702
1125	37435	311650
1126	37464	311587
1127	37497	311548
1128	37529	311504
1129	37563	311474
1130	37596	311438
1131	37627	311387
1132	37658	311336
1133	37689	311283
1134	37721	311245
1135	37752	311188
1136	37783	311136
1137	37815	311094
1138	37846	311049
1139	37877	310991
1140	37909	310947
1141	37940	310896
1142	37973	310860
1143	38009	310856
1144	38043	310826
1145	38077	310799
1146	38145	311047
1147	38180	311034
1148	38216	311017
1149	38253	311013
1150	38285	310975
1151	38317	310926
1152	38347	310873
1153	38379	310826
1154	38413	310803
1155	38446	310767
1156	38476	310701
1157	38508	310661
1158	38546	310664
1159	38574	310594
1160	38610	310583
1161	38645	310560
1162	38674	310496
1163	38708	310463
1164	38739	310416
1165	38771	310372
1166	38801	310316
1167	38833	310265
1168	38864	310213
1169	38894	310157
1170	38924	310100
1171	38956	310054
1172	38988	310016
1173	39019	309961
1174	39049	309901
1175	39079	309845
1176	39111	309803
1177	39141	309743
1178	39202	309932
1179	39213	309720
1180	39242	309654
1181	39272	309595
1182	39302	309535
1183	39331	309468
1184	39362	309418
1185	39391	309353
1186	39420	309290
1187	39452	309242
1188	39482	309187
1189	39514	309144
1190	39550	309128
1191	39585	309110
1192	39617	309067
1193	39648	309021
1194	39680	308976
1195	39728	309057
1196	39763	309036
1197	39794	308988
1198	39829	308968
1199	39861	308923
1200	39892	308874
1201	39922	308821
1202	39951	308755
1203	39982	308699
1204	40014	308659
1205	40045	308609
1206	40075	308555
1207	40106	308498
1208	40142	308493
1209	40173	308441
1210	40202	308376
1211	40263	308555
1212	40293	308492
1213	40321	308425
1214	40351	308362
1215	40382	308315
1216	40419	308313
1217	40450	308260
1218	40480	308204
1219	40510	308147
1220	40544	308120
1221	40576	308076
1222	40608	308035
1223	40638	307975
1224	40669	307928
1225	40713	307978
1226	40743	307917
1227	40773	307862
1228	40803	307803
1229	40834	307750
1230	40865	307699
1231	40922	307845
1232	40951	307783
1233	40982	307730
1234	41015	307695
1235	41046	307647
1236	41077	307597
1237	41107	307542
1238	41136	307476
1239	41189	307589
1240	41220	307545
1241	41251	307492
1242	41312	307668
1243	41343	307615
1244	41374	307564
1245	41404	307512
1246	41434	307455
1247	41465	307399
1248	41496	307355
1249	41532	307338
1250	41565	307303
1251	41598	307272
1252	41629	307220
1253	41659	307161
1254	41688	307096
1255	41717	307035
1256	41755	307038
1257	41785	306981
1258	41815	306922
1259	41825	306718
1260	41854	306659
1261	41885	306607
1262	41915	306553
1263	41946	306503
1264	41979	306463
1265	42015	306452
1266	42047	306412
1267	42078	306366
1268	42110	306322
1269	42140	306268
1270	42212	306517
1271	42244	306470
1272	42276	306428
1273	42307	306378
1274	42372	306577
1275	42402	306524
1276	42433	306474
1277	42464	306423
1278	42495	306373
1279	42530	306354
1280	42563	306316
1281	42597	306287
1282	42632	306268
1283	42678	306326
1284	42710	306282
1285	42739	306222
1286	42769	306164
1287	42800	306116
1288	42831	306066
1289	42861	306011
1290	42891	305956
1291	42922	305908
1292	42952	305849
1293	42984	305810
1294	43018	305778
1295	43047	305717
1296	43077	305663
1297	43108	305613
1298	43137	305550
1299	43168	305496
1300	43198	305444
1301	43229	305395
1302	43259	305339
1303	43290	305289
1304	43321	305241
1305	43353	305197
1306	43479	305816
1307	43511	305778
1308	43547	305762
1309	43579	305720
1310	43610	305671
1311	43642	305630
1312	43661	305498
1313	43691	305442
1314	43710	305311
1315	43740	305252
1316	43771	305202
1317	43801	305144
1318	43831	305093
1319	43860	305032
1320	43892	304985
1321	43925	304955
1322	43944	304823
1323	43974	304767
1324	44014	304779
1325	44049	304756
1326	44070	304643
1327	44098	304572
1328	44127	304511
1329	44157	304453
1330	44187	304400
1331	44216	304339
1332	44246	304279
1333	44276	304229
1334	44306	304172
1335	44337	304121
1336	44406	304338
1337	44438	304296
1338	44469	304248
1339	44537	304447
1340	44573	304433
1341	44605	304394
1342	44635	304339
1343	44666	304291
1344	44697	304239
1345	44726	304181
1346	44756	304128
1347	44787	304075
1348	44827	304087
1349	44857	304034
1350	44887	303978
1351	44918	303932
1352	44949	303879
1353	44996	303944
1354	45028	303897
1355	45059	303853
1356	45089	303796
1357	45121	303757
1358	45152	303710
1359	45182	303653
1360	45212	303597
1361	45242	303544
1362	45274	303498
1363	45304	303447
1364	45334	303392
1365	45365	303343
1366	45394	303286
1367	45413	303154
1368	45443	303098
1369	45473	303047
1370	45503	302993
1371	45572	303195
1372	45606	303167
1373	45637	303122
1374	45669	303078
1375	45699	303025
1376	45728	302964
1377	45757	302904
1378	45823	303087
1379	45855	303045
1380	45886	302996
1381	45917	302947
1382	45948	302903
1383	45980	302862
1384	46013	302825
1385	46045	302786
1386	46082	302776
1387	46111	302717
1388	46141	302658
1389	46173	302619
1390	46205	302579
1391	46237	302534
1392	46271	302511
1393	46302	302462
1394	46332	302408
1395	46361	302346
1396	46390	302286
1397	46421	302238
1398	46452	302189
1399	46485	302154
1400	46517	302114
1401	46548	302069
1402	46581	302033
1403	46651	302237
1404	46681	302186
1405	46732	302267
1406	46762	302214
1407	46799	302204
1408	46829	302146
1409	46859	302093
1410	46888	302036
1411	46917	301974
1412	46946	301913
1413	46976	301860
1414	47006	301807
1415	47049	301834
1416	47082	301802
1417	47114	301756
1418	47159	301801
1419	47188	301742
1420	47218	301685
1421	47248	301634
1422	47280	301589
1423	47311	301544
1424	47342	301496
1425	47373	301449
1426	47405	301405
1427	47435	301354
1428	47466	301307
1429	47497	301261
1430	47530	301225
1431	47565	301202
1432	47597	301165
1433	47628	301116
1434	47696	301300
1435	47728	301263
1436	47758	301207
1437	47787	301148
1438	47818	301099
1439	47847	301042
1440	47877	300987
1441	47908	300937
1442	47939	300890
1443	47969	300840
1444	48000	300792
1445	48032	300752
1446	48073	300763
1447	48097	300678
1448	48143	300721
1449	48173	300671
1450	48205	300625
1451	48234	300570
1452	48265	300522
1453	48297	300481
1454	48328	300436
1455	48360	300393
1456	48390	300341
1457	48420	300283
1458	48450	300235
1459	48498	300289
1460	48543	300333
1461	48578	300306
1462	48607	300248
1463	48636	300191
1464	48666	300139
1465	48731	300301
1466	48764	300262
1467	48795	300216
1468	48826	300168
1469	48857	300124
1470	48887	300074
1471	48917	300016
1472	48947	299965
1473	48979	299924
1474	49010	299875
1475	49040	299822
1476	49071	299781
1477	49103	299738
1478	49133	299682
1479	49162	299628
1480	49195	299590
1481	49226	299545
1482	49257	299499
1483	49288	299448
1484	49319	299404
1485	49350	299360
1486	49381	299308
1487	49412	299266
1488	49442	299211
1489	49471	299154
1490	49503	299109
1491	49535	299069
1492	49568	299039
1493	49599	298993
1494	49654	299090
1495	49686	299051
1496	49717	298999
1497	49784	299169
1498	49815	299127
1499	49846	299079
1500	49878	299036
1501	49908	298987
1502	49939	298939
1503	49970	298894
1504	50001	298848
1505	50031	298796
1506	50063	298751
1507	50110	298803
1508	50142	298760
1509	50173	298713
1510	50203	298660
1511	50235	298621
1512	50266	298574
1513	50296	298521
1514	50327	298476
1515	50357	298426
1516	50389	298385
1517	50421	298344
1518	50451	298290
1519	50482	298244
1520	50516	298217
1521	50551	298192
1522	50598	298240
1523	50627	298186
1524	50659	298143
1525	50690	298098
1526	50723	298065
1527	50754	298014
1528	50783	297959
1529	50852	298135
1530	50882	298081
1531	50912	298028
1532	50944	297988
1533	50974	297936
1534	51004	297885
1535	51035	297840
1536	51067	297797
1537	51098	297752
1538	51127	297697
1539	51158	297647
1540	51191	297612
1541	51220	297556
1542	51250	297504
1543	51290	297513
1544	51321	297465
1545	51351	297416
1546	51382	297365
1547	51413	297320
1548	51444	297277
1549	51475	297228
1550	51508	297192
1551	51541	297161
1552	51573	297120
1553	51605	297077
1554	51636	297035
1555	51667	296991
1556	51698	296945
1557	51728	296893
1558	51790	297024
1559	51820	296972
1560	51851	296927
1561	51921	297100
1562	51950	297044
1563	51981	296999
1564	52012	296952
1565	52042	296902
1566	52073	296854
1567	52104	296808
1568	52135	296763
1569	52165	296714
1570	52196	296668
1571	52227	296619
1572	52258	296572
1573	52288	296523
1574	52320	296482
1575	52353	296451
1576	52386	296414
1577	52418	296373
1578	52453	296349
1579	52484	296307
1580	52518	296275
1581	52551	296240
1582	52583	296202
1583	52614	296155
1584	52645	296112
1585	52683	296106
1586	52723	296108
1587	52753	296058
1588	52784	296010
1589	52814	295957
1590	52843	295904
1591	52873	295853
1592	52903	295800
1593	53036	296328
1594	53068	296286
1595	53101	296250
1596	53134	296215
1597	53167	296182
1598	53199	296141
1599	53230	296096
1600	53261	296046
1601	53291	295995
1602	53322	295952
1603	53352	295901
1604	53383	295856
1605	53415	295812
1606	53449	295782
1607	53496	295827
1608	53528	295786
1609	53563	295764
1610	53595	295723
1611	53627	295681
1612	53655	295622
1613	53688	295588
1614	53719	295542
1615	53750	295497
1616	53780	295442
1617	53810	295394
1618	53841	295348
1619	53872	295299
1620	53902	295247
1621	53931	295192
1622	53962	295149
1623	53993	295104
1624	54026	295065
1625	54102	295268
1626	54134	295229
1627	54166	295189
1628	54198	295148
1629	54230	295108
1630	54260	295058
1631	54291	295011
1632	54321	294961
1633	54353	294921
1634	54414	295038
1635	54445	294989
1636	54475	294940
1637	54509	294910
1638	54543	294881
1639	54576	294848
1640	54609	294809
1641	54639	294759
1642	54669	294708
1643	54700	294666
1644	54730	294615
1645	54761	294567
1646	54791	294515
1647	54826	294492
1648	54856	294440
1649	54903	294480
1650	54936	294450
1651	54968	294409
1652	55000	294364
1653	55030	294316
1654	55061	294271
1655	55138	294471
1656	55171	294435
1657	55201	294383
1658	55231	294335
1659	55260	294279
1660	55291	294235
1661	55322	294187
1662	55352	294136
1663	55383	294090
1664	55414	294046
1665	55448	294014
