iter	RMSE
1664	16272.6218
1665	16270.40536
1666	16268.37313
1667	16267.17776
1668	16261.84634
1669	16260.69093
1670	16254.99546
1671	16251.84793
1672	16244.75426
1673	16240.43998
1674	16234.80116
1675	16232.82749
1676	16230.91309
1677	16227.6118
1678	16226.22671
1679	16220.56985
1680	16215.82543
1681	16214.91711
1682	16207.86594
1683	16205.35927
1684	16201.3631
1685	16196.29042
1686	16194.32167
1687	16189.08759
1688	16184.21079
1689	16180.54102
1690	16176.36111
1691	16174.67807
1692	16169.15286
1693	16163.31183
1694	16161.43879
1695	16156.7643
1696	16152.37306
1697	16145.87138
1698	16142.54747
1699	16140.48255
1700	16136.93649
1701	16135.29614
1702	16132.11799
1703	16125.77221
1704	16124.36278
1705	16121.53433
1706	16118.16342
1707	16114.13141
1708	16112.36314
1709	16106.41166
1710	16103.41818
1711	16101.81498
1712	16098.07943
1713	16090.70788
1714	16085.62319
1715	16082.10145
1716	16078.81908
1717	16076.80583
1718	16073.25435
1719	16070.04082
1720	16064.18402
1721	16061.1341
1722	16058.5099
1723	16053.93992
1724	16050.87223
1725	16047.32442
1726	16045.76651
1727	16043.75787
1728	16040.57626
1729	16036.73485
1730	16035.25063
1731	16033.92256
1732	16030.49534
1733	16026.66446
1734	16023.0822
1735	16016.61453
1736	16012.11565
1737	16010.63751
1738	16007.13229
1739	16003.29769
1740	16001.32793
1741	15998.80149
1742	15995.79651
1743	15994.65487
1744	15993.23347
1745	15990.95788
1746	15988.56235
1747	15986.29419
1748	15983.99992
1749	15981.11239
1750	15976.01025
1751	15969.78139
1752	15964.87977
1753	15958.96318
1754	15957.82318
1755	15950.81255
1756	15945.33843
1757	15943.418
1758	15938.49674
1759	15935.61471
1760	15933.44996
1761	15931.15805
1762	15926.09013
1763	15919.80715
1764	15913.66689
1765	15909.61091
1766	15908.67198
1767	15907.80722
1768	15905.93503
1769	15905.21219
1770	15899.4906
1771	15894.3129
1772	15889.4691
1773	15888.95461
1774	15886.52223
1775	15884.06099
1776	15881.0556
1777	15877.25409
1778	15876.33851
1779	15870.02567
1780	15868.69501
1781	15865.30602
1782	15862.02156
1783	15858.41789
1784	15856.28234
1785	15852.94617
1786	15850.43413
1787	15844.61197
1788	15841.66896
1789	15840.65133
1790	15837.31917
1791	15832.97967
1792	15829.49934
1793	15827.26021
1794	15822.88732
1795	15820.77224
1796	15815.73316
1797	15812.99111
1798	15809.56399
1799	15806.48319
1800	15801.77491
1801	15799.66532
1802	15799.08514
1803	15795.20314
1804	15790.93662
1805	15787.63237
1806	15783.92693
1807	15779.91721
1808	15778.86621
1809	15773.43442
1810	15769.66546
1811	15765.16747
1812	15763.78643
1813	15758.77469
1814	15756.11064
1815	15754.40282
1816	15750.80723
1817	15747.98829
1818	15742.40094
1819	15738.67308
1820	15734.34649
1821	15731.83363
1822	15729.62947
1823	15725.78608
1824	15723.4116
1825	15719.06706
1826	15717.00635
1827	15715.80088
1828	15710.84479
1829	15706.85831
1830	15702.35297
1831	15699.3253
1832	15697.68516
1833	15696.54862
1834	15690.76369
1835	15686.62975
1836	15683.90211
1837	15678.15588
1838	15676.75949
1839	15673.29763
1840	15671.95506
1841	15669.6661
1842	15667.82577
1843	15664.39111
1844	15661.55416
1845	15655.84815
1846	15652.307
1847	15649.58923
1848	15648.79236
1849	15648.06369
1850	15644.68586
1851	15640.36376
1852	15636.24408
1853	15635.94483
1854	15634.26783
1855	15630.2193
1856	15627.43146
1857	15627.07403
1858	15621.80335
1859	15615.93955
1860	15611.33283
1861	15610.08253
1862	15609.31509
1863	15607.9181
1864	15606.71093
1865	15604.74947
1866	15599.00711
1867	15596.1557
1868	15591.11752
1869	15588.23999
1870	15584.00929
1871	15582.07543
1872	15580.01648
1873	15578.21393
1874	15573.91205
1875	15573.12835
1876	15569.60133
1877	15564.90585
1878	15561.49022
1879	15557.77164
1880	15552.90819
1881	15550.27964
1882	15545.23496
1883	15543.05279
1884	15537.94639
1885	15535.15952
1886	15529.9526
1887	15526.85815
1888	15525.22562
1889	15521.29987
1890	15514.96763
1891	15510.41516
1892	15509.04898
1893	15506.72037
1894	15503.3534
1895	15502.64008
1896	15499.02127
1897	15496.61059
1898	15489.06974
1899	15486.15641
1900	15483.36531
1901	15481.82515
1902	15477.50105
1903	15474.2246
1904	15471.32832
1905	15469.68963
1906	15469.09327
1907	15467.32725
1908	15463.03854
1909	15461.90074
1910	15458.0659
1911	15450.45346
1912	15445.17964
1913	15442.39445
1914	15438.15317
1915	15436.47394
1916	15434.12345
1917	15431.9792
1918	15429.90454
1919	15426.46108
1920	15423.4961
1921	15417.42284
1922	15416.06364
1923	15413.96089
1924	15411.31856
1925	15407.87042
1926	15406.46075
1927	15402.74214
1928	15402.18404
1929	15399.3327
1930	15396.22239
1931	15391.18308
1932	15389.43336
1933	15386.13261
1934	15383.69023
1935	15379.08793
1936	15378.07399
1937	15375.09074
1938	15373.88481
1939	15373.37567
1940	15370.08736
1941	15366.20876
1942	15364.94971
1943	15361.17796
1944	15359.44341
1945	15357.40752
1946	15354.7796
1947	15351.19644
1948	15348.47036
1949	15346.32625
1950	15343.44875
1951	15340.12473
1952	15336.59866
1953	15334.38099
1954	15332.45059
1955	15327.40741
1956	15323.93493
1957	15318.07865
1958	15315.97464
1959	15314.66939
1960	15311.83746
1961	15306.47693
1962	15301.14296
1963	15298.32324
1964	15292.82516
1965	15289.14492
1966	15286.2267
1967	15282.91226
1968	15280.16588
1969	15277.56744
1970	15274.23968
1971	15271.80639
1972	15270.43128
1973	15265.75608
1974	15263.99074
1975	15263.22579
1976	15258.95608
1977	15257.21132
1978	15254.92453
1979	15246.58556
1980	15243.03291
1981	15242.38078
1982	15238.11499
1983	15235.75453
1984	15230.87833
1985	15228.00289
1986	15226.61976
1987	15223.32694
1988	15221.71355
1989	15216.41067
1990	15212.66614
1991	15208.93554
1992	15206.34734
1993	15205.26344
1994	15203.59745
1995	15200.82243
1996	15197.43662
1997	15195.23487
1998	15192.68167
1999	15191.65476
2000	15190.57536
2001	15185.18257
2002	15184.25103
2003	15182.70237
2004	15179.93792
2005	15178.66142
2006	15176.37932
2007	15173.24495
2008	15171.46018
2009	15168.81555
2010	15165.50058
2011	15159.95703
2012	15158.74155
2013	15156.39292
2014	15152.05283
2015	15150.88987
2016	15147.78379
2017	15146.38848
2018	15142.28108
2019	15139.06543
2020	15135.89692
2021	15132.57009
2022	15131.64881
2023	15129.79576
2024	15127.41536
2025	15122.22606
2026	15120.19724
2027	15118.75194
2028	15114.59475
2029	15112.42015
2030	15110.0309
2031	15109.15396
2032	15103.98522
2033	15102.18594
2034	15100.01118
2035	15097.3577
2036	15094.62943
2037	15093.76972
2038	15090.99901
2039	15088.84103
2040	15087.44002
2041	15084.15031
2042	15080.62662
2043	15079.83686
2044	15077.13023
2045	15073.91643
2046	15072.07348
2047	15068.64912
2048	15067.56104
2049	15064.17448
2050	15062.83917
2051	15060.78363
2052	15057.61016
2053	15051.58854
2054	15049.54697
2055	15045.94978
2056	15042.78758
2057	15039.27722
2058	15032.01804
2059	15029.10207
2060	15025.49212
2061	15023.99287
2062	15020.09706
2063	15017.21173
2064	15014.732
2065	15012.48697
2066	15011.53667
2067	15009.60802
2068	15005.31415
2069	15002.89657
2070	15000.35292
2071	14997.46859
2072	14995.08526
2073	14991.41714
2074	14989.44193
2075	14985.53233
2076	14983.89558
2077	14982.76883
2078	14979.87148
2079	14976.06577
2080	14973.16321
2081	14967.66215
2082	14963.22382
2083	14961.48381
2084	14958.8046
2085	14956.23489
2086	14950.00976
2087	14946.19025
2088	14942.39093
2089	14939.44027
2090	14938.0301
2091	14935.65573
2092	14930.64924
2093	14926.73299
2094	14924.09023
2095	14922.14524
2096	14918.29757
2097	14916.86783
2098	14911.25958
2099	14909.05809
2100	14906.74427
2101	14905.79379
2102	14903.28181
2103	14897.92635
2104	14893.24644
2105	14889.8964
2106	14886.78464
2107	14886.23463
2108	14884.21486
2109	14881.4755
2110	14880.07827
2111	14877.7181
2112	14874.04056
2113	14873.16723
2114	14870.02837
2115	14867.291
2116	14860.81203
2117	14857.28258
2118	14854.48579
2119	14848.79361
2120	14847.01478
2121	14843.69384
2122	14839.51254
2123	14835.93673
2124	14834.62164
2125	14831.51953
2126	14828.49192
2127	14825.12429
2128	14821.12497
2129	14817.6687
2130	14816.0092
2131	14813.49728
2132	14810.99309
2133	14807.65249
2134	14803.15394
2135	14800.78064
2136	14797.97823
2137	14794.78747
2138	14791.09398
2139	14785.45875
2140	14778.88554
2141	14775.44307
2142	14773.57317
2143	14771.65675
2144	14768.79151
2145	14765.13384
2146	14759.75844
2147	14756.24663
2148	14753.2422
2149	14749.61195
2150	14747.73605
2151	14745.15346
2152	14739.9187
2153	14735.70819
2154	14734.31112
2155	14729.74534
2156	14728.23393
2157	14725.14117
2158	14722.26225
2159	14717.79808
2160	14716.13671
2161	14712.57166
2162	14709.8362
2163	14705.03307
2164	14704.37098
2165	14702.12328
2166	14700.51215
2167	14697.90968
2168	14695.80647
2169	14692.52938
2170	14691.56538
2171	14688.68406
2172	14686.1008
2173	14683.0049
2174	14680.1215
2175	14675.09119
2176	14672.42055
2177	14668.86965
2178	14667.92648
2179	14664.9702
2180	14663.38302
2181	14660.99079
2182	14658.77094
2183	14654.01323
2184	14650.02148
2185	14648.71292
2186	14647.58244
2187	14644.67905
2188	14641.04294
2189	14635.9982
2190	14630.51169
2191	14629.24903
2192	14626.12997
2193	14623.50598
2194	14619.85754
2195	14616.83056
2196	14615.23603
2197	14612.73436
2198	14610.90812
2199	14605.78735
2200	14603.87146
2201	14601.6756
2202	14598.51394
2203	14594.32042
2204	14593.81266
2205	14590.40953
2206	14585.61586
2207	14581.50162
2208	14577.51074
2209	14575.81826
2210	14571.10549
2211	14570.26791
2212	14566.39476
2213	14559.83186
2214	14553.5
2215	14549.35637
2216	14543.88494
2217	14542.15604
2218	14537.51868
2219	14535.13467
2220	14534.2253
2221	14533.35907
2222	14531.04578
2223	14529.63111
2224	14525.16694
2225	14520.88154
2226	14518.42261
2227	14515.05051
2228	14514.30518
2229	14509.25631
2230	14505.91471
2231	14504.24186
2232	14501.54098
2233	14499.44401
2234	14496.84902
2235	14494.96795
2236	14487.66439
2237	14486.27482
2238	14483.54753
2239	14482.81527
2240	14480.31107
2241	14479.3901
2242	14477.3115
2243	14473.41861
2244	14470.67404
2245	14467.87786
2246	14466.10617
2247	14463.12761
2248	14460.91464
2249	14457.88159
2250	14454.94226
2251	14453.52127
2252	14450.22955
2253	14447.05586
2254	14444.83821
2255	14441.82491
2256	14440.4749
2257	14438.2258
2258	14431.78475
2259	14428.55139
2260	14423.98257
2261	14418.31581
2262	14414.45111
2263	14412.43076
2264	14409.91388
2265	14406.3668
2266	14404.74813
2267	14401.02462
2268	14397.86926
2269	14395.33241
2270	14391.60163
2271	14388.47763
2272	14384.47187
2273	14381.17309
2274	14378.58625
2275	14376.97689
2276	14375.84457
2277	14373.99695
2278	14372.84787
2279	14369.90615
2280	14369.01607
2281	14366.9604
2282	14366.32126
2283	14364.72357
2284	14363.44287
2285	14360.9605
2286	14359.17484
2287	14357.76036
2288	14355.14351
2289	14353.18169
2290	14351.24656
2291	14348.71627
2292	14346.69865
2293	14342.93364
2294	14339.93516
2295	14336.48075
2296	14335.52285
2297	14332.1885
2298	14329.59216
2299	14328.42272
2300	14326.1148
2301	14324.06056
2302	14318.84402
2303	14316.67748
2304	14314.13159
2305	14312.6206
2306	14308.16625
2307	14304.39806
2308	14303.03816
2309	14302.08401
2310	14300.39067
2311	14298.83164
2312	14296.22442
2313	14292.74517
2314	14292.21848
2315	14288.25771
2316	14285.71772
2317	14281.02699
2318	14280.07932
2319	14277.20601
2320	14276.30553
2321	14272.25832
2322	14271.40786
2323	14268.77731
2324	14266.61641
2325	14265.98067
2326	14263.7971
2327	14261.71068
2328	14260.01486
2329	14257.67366
2330	14256.53702
2331	14252.7359
2332	14247.09945
2333	14245.33437
2334	14241.47649
2335	14238.66306
2336	14234.90263
2337	14232.16103
2338	14230.85897
2339	14227.99997
2340	14224.53309
2341	14221.21253
2342	14219.22465
2343	14217.26282
2344	14214.86311
2345	14209.54157
2346	14206.19274
2347	14202.0909
2348	14199.90882
2349	14199.39641
2350	14196.15454
2351	14195.13601
2352	14193.38741
2353	14187.75745
2354	14184.17509
2355	14182.73499
2356	14180.04847
2357	14175.84544
2358	14171.92713
2359	14166.51567
2360	14163.6894
2361	14159.10448
2362	14156.95353
2363	14153.34938
2364	14147.28987
2365	14144.01366
2366	14143.8575
2367	14142.22883
2368	14141.39119
2369	14138.87535
2370	14137.85021
2371	14134.5058
2372	14131.45259
2373	14128.13097
2374	14124.43602
2375	14122.4596
2376	14120.84398
2377	14117.51916
2378	14115.43733
2379	14113.03395
2380	14109.7726
2381	14106.10735
2382	14104.21501
2383	14101.13731
2384	14100.04122
2385	14098.90708
2386	14097.68535
2387	14091.68265
2388	14087.4244
2389	14084.85705
2390	14081.85522
2391	14077.76985
2392	14072.80972
2393	14067.16871
2394	14063.45814
2395	14062.11715
2396	14059.15297
2397	14056.94121
2398	14053.79807
2399	14050.75056
2400	14047.96804
2401	14046.95303
2402	14046.26542
2403	14042.99088
2404	14036.57692
2405	14034.78821
2406	14032.38268
2407	14028.87386
2408	14027.7978
2409	14024.79693
2410	14024.31312
2411	14021.79449
2412	14018.98158
2413	14017.32871
2414	14014.6756
2415	14013.71247
2416	14012.16832
2417	14009.68401
2418	14007.84675
2419	14005.71773
2420	14001.95417
2421	14001.75579
2422	14001.4413
2423	13999.52857
2424	13996.81687
2425	13994.43468
2426	13993.83681
2427	13992.11853
2428	13990.10131
2429	13986.74211
2430	13983.17548
2431	13981.87835
2432	13977.28828
2433	13973.07375
2434	13972.69355
2435	13970.44735
2436	13968.22913
2437	13967.59878
2438	13967.31748
2439	13964.90203
2440	13962.87128
2441	13959.58732
2442	13956.2505
2443	13955.24735
2444	13953.13982
2445	13951.46916
2446	13948.01814
2447	13944.27598
2448	13942.80004
2449	13940.3324
2450	13938.18802
2451	13936.10979
2452	13931.2854
2453	13928.02778
2454	13925.87377
2455	13924.3291
2456	13922.71357
2457	13922.18971
2458	13916.06144
2459	13914.18405
2460	13910.23063
2461	13908.03809
2462	13906.38394
2463	13904.50407
2464	13901.86224
2465	13900.18436
2466	13897.77685
2467	13895.79259
2468	13892.15268
2469	13888.23997
2470	13886.7761
2471	13886.12537
2472	13884.02315
2473	13882.51112
2474	13880.49926
2475	13878.47681
2476	13875.56351
2477	13873.27806
2478	13872.07814
2479	13868.20912
2480	13862.92054
2481	13861.22051
2482	13858.67559
2483	13856.05641
2484	13853.06123
2485	13852.18642
2486	13848.63034
2487	13842.3691
2488	13841.35697
2489	13838.21813
2490	13833.8941
2491	13829.45163
2492	13828.81774
2493	13828.00073
2494	13825.12459
2495	13822.52675
2496	13821.58767
2497	13818.71867
2498	13816.05746
2499	13813.53047
2500	13808.64079
2501	13806.8909
2502	13806.28298
2503	13805.32212
2504	13803.89715
2505	13802.20183
2506	13799.15429
2507	13797.93125
2508	13796.1071
2509	13793.47856
2510	13788.412
2511	13784.06507
2512	13781.87623
2513	13780.85113
2514	13775.41854
2515	13773.82992
2516	13769.38279
2517	13768.38444
2518	13766.17503
2519	13763.22361
2520	13760.54244
2521	13756.94444
2522	13755.79823
2523	13754.43801
2524	13751.19723
2525	13749.27148
2526	13745.82597
2527	13740.61777
2528	13736.40776
2529	13734.68585
2530	13730.99543
2531	13730.37454
2532	13729.05102
2533	13727.35491
2534	13724.08086
2535	13721.78791
2536	13719.11478
2537	13716.53227
2538	13713.80454
2539	13712.24114
2540	13710.78213
2541	13709.11347
2542	13707.01827
2543	13704.45591
2544	13703.47171
2545	13702.09335
2546	13701.2264
2547	13699.98071
2548	13696.35928
2549	13695.4524
2550	13693.06181
2551	13692.48829
2552	13690.31416
2553	13688.70846
2554	13685.22773
2555	13680.45403
2556	13675.98067
2557	13675.18518
2558	13672.81129
2559	13671.1679
2560	13667.30265
2561	13666.31696
2562	13664.51328
2563	13661.34517
2564	13659.30151
2565	13657.54368
2566	13655.67557
2567	13653.74387
2568	13649.15637
2569	13645.90869
2570	13642.57425
2571	13640.32568
2572	13639.38615
2573	13636.63708
2574	13632.29349
2575	13631.23303
2576	13626.43175
2577	13623.8836
2578	13620.58711
2579	13618.9165
2580	13613.4684
2581	13611.77846
2582	13610.05304
2583	13606.78304
2584	13605.28242
2585	13602.3533
2586	13601.15621
2587	13596.76383
2588	13593.45197
2589	13590.00761
2590	13589.19819
2591	13586.05466
2592	13584.40577
2593	13582.26524
2594	13579.57026
2595	13577.57647
2596	13572.74558
2597	13570.70258
2598	13567.5708
2599	13563.77095
2600	13561.25399
2601	13559.21985
2602	13557.28983
2603	13554.56454
2604	13553.07087
2605	13550.6582
2606	13547.60875
2607	13544.89875
2608	13544.03221
2609	13542.53203
2610	13540.17098
2611	13538.07648
2612	13536.09215
2613	13534.25752
2614	13531.56154
2615	13528.56157
2616	13527.90549
2617	13524.83549
2618	13522.50604
2619	13521.63988
2620	13519.9105
2621	13516.61481
2622	13514.08803
2623	13510.25563
2624	13506.39249
2625	13503.65785
2626	13499.90389
2627	13499.73062
2628	13497.66491
2629	13494.23391
2630	13491.50713
2631	13488.16722
2632	13486.4241
2633	13484.27095
2634	13482.1076
2635	13480.98117
2636	13478.20169
2637	13476.63838
2638	13473.63275
2639	13470.63926
2640	13466.6516
2641	13465.62801
2642	13460.85056
2643	13459.42713
2644	13455.76174
2645	13454.82711
2646	13454.41002
2647	13450.80497
2648	13448.74341
2649	13445.95198
2650	13442.24086
2651	13441.13148
2652	13439.14648
2653	13437.06698
2654	13435.91609
2655	13433.17564
2656	13430.51299
2657	13427.25001
2658	13423.32985
2659	13421.13212
2660	13415.96328
2661	13413.35258
2662	13411.52533
2663	13409.28964
2664	13406.85824
2665	13404.00163
2666	13400.20982
2667	13396.57117
2668	13392.62648
2669	13391.88939
2670	13391.5187
2671	13389.54587
2672	13387.92824
2673	13385.39253
2674	13384.25438
2675	13381.78863
2676	13380.25783
2677	13379.96121
2678	13376.86061
2679	13374.62656
2680	13371.80887
2681	13366.84943
2682	13364.87964
2683	13363.02464
2684	13358.88741
2685	13356.94255
2686	13352.59196
2687	13351.77894
2688	13349.38799
2689	13348.02062
2690	13345.956
2691	13345.40171
2692	13341.87731
2693	13339.84983
2694	13337.89137
2695	13336.93204
2696	13334.50673
2697	13331.45111
2698	13330.07355
2699	13327.95206
2700	13327.4619
2701	13322.88285
2702	13322.26804
2703	13320.603
2704	13320.19513
2705	13317.21891
2706	13315.50194
2707	13312.06369
2708	13311.06831
2709	13307.69886
2710	13304.07064
2711	13301.65985
2712	13299.3286
2713	13296.18867
2714	13294.42486
2715	13293.0274
2716	13292.43437
2717	13290.63382
2718	13288.50044
2719	13286.25184
2720	13285.73237
2721	13283.15137
2722	13280.04913
2723	13278.06934
2724	13275.82092
2725	13274.38115
2726	13270.32639
2727	13268.79171
2728	13266.65021
2729	13264.32077
2730	13262.3136
2731	13259.52266
2732	13257.50928
2733	13253.91449
2734	13253.00516
2735	13249.87612
2736	13247.52119
2737	13245.7885
2738	13242.98559
2739	13241.79133
2740	13239.80655
2741	13238.27247
2742	13236.46107
2743	13232.26075
2744	13230.83039
2745	13230.09032
2746	13227.58427
2747	13225.97722
2748	13224.89114
2749	13222.66354
2750	13221.60921
2751	13220.93722
2752	13220.21015
2753	13216.63424
2754	13213.77415
2755	13211.09021
2756	13208.07283
2757	13205.21444
2758	13202.10827
2759	13200.77621
2760	13198.40408
2761	13197.15597
2762	13195.51761
2763	13193.56615
2764	13191.23271
2765	13189.77093
2766	13188.57271
2767	13185.78611
2768	13184.99657
2769	13181.767
2770	13180.91098
2771	13177.26824
2772	13176.72812
2773	13175.54632
2774	13171.91806
2775	13169.10091
2776	13166.13448
2777	13162.70123
2778	13160.18543
2779	13159.39132
2780	13157.64387
2781	13155.91167
2782	13152.07637
2783	13150.46747
2784	13148.5695
2785	13146.37928
2786	13144.26073
2787	13141.1718
2788	13139.91604
2789	13135.29502
2790	13132.20461
2791	13130.06674
2792	13127.69746
2793	13125.94397
2794	13123.15924
2795	13119.82693
2796	13116.82517
2797	13116.58248
2798	13113.61672
2799	13110.74615
2800	13108.40448
2801	13105.30444
2802	13102.88011
2803	13098.37249
2804	13096.76699
2805	13095.58911
2806	13094.76679
2807	13092.44074
2808	13091.1377
2809	13088.19363
2810	13085.86455
2811	13085.27961
2812	13083.87032
2813	13080.78395
2814	13080.12694
2815	13077.77022
2816	13076.39702
2817	13073.00489
2818	13067.57262
2819	13064.76264
2820	13060.49689
2821	13058.17644
2822	13055.9818
2823	13052.66031
2824	13052.16871
2825	13049.7074
2826	13047.10797
2827	13045.62026
2828	13042.31116
2829	13038.49168
2830	13036.49684
2831	13035.5906
2832	13035.01227
2833	13032.90677
2834	13029.64399
2835	13025.38831
2836	13023.21425
2837	13019.9881
2838	13018.15466
2839	13016.20611
2840	13012.79777
2841	13008.56663
2842	13008.2266
2843	13005.94094
2844	13002.90618
2845	13001.02443
2846	12999.18687
2847	12996.06444
2848	12994.27165
2849	12990.86622
2850	12989.43076
2851	12988.07205
2852	12984.54791
2853	12981.21858
2854	12979.9556
2855	12976.59535
2856	12974.44045
2857	12972.47823
2858	12971.84078
2859	12970.06021
2860	12967.68985
2861	12965.99333
2862	12962.27168
2863	12961.49628
2864	12959.01583
2865	12957.64083
2866	12956.77281
2867	12955.10966
2868	12952.9918
2869	12951.1917
2870	12949.30768
2871	12945.85447
2872	12944.57748
2873	12942.83179
2874	12942.2812
2875	12938.30907
2876	12936.57015
2877	12934.31425
2878	12933.11838
2879	12930.09372
2880	12927.62784
2881	12926.36408
2882	12925.52051
2883	12923.42239
2884	12918.68972
2885	12915.02098
2886	12912.5477
2887	12908.18166
2888	12905.97102
2889	12903.74149
2890	12898.84537
2891	12898.09754
2892	12895.0949
2893	12893.03756
2894	12889.28918
2895	12886.5822
2896	12882.81783
2897	12879.95174
2898	12877.62481
2899	12877.41565
2900	12875.70494
2901	12874.5069
2902	12872.15674
2903	12869.72548
2904	12868.4856
2905	12867.17033
2906	12866.54537
2907	12864.00913
2908	12861.69572
2909	12860.35355
2910	12859.34798
2911	12857.07226
2912	12853.12144
2913	12849.3822
2914	12847.52614
2915	12844.40325
2916	12841.36203
2917	12840.66229
2918	12839.09002
2919	12837.40396
2920	12837.07646
2921	12831.75389
2922	12829.35166
2923	12827.16948
2924	12825.69973
2925	12825.55107
2926	12823.23811
2927	12822.41125
2928	12819.52459
2929	12817.24462
2930	12815.45458
2931	12810.86335
2932	12810.13496
2933	12808.87991
2934	12805.01024
2935	12802.99304
2936	12800.22383
2937	12798.44466
2938	12796.62917
2939	12795.71457
2940	12791.91882
2941	12790.17554
2942	12789.8753
2943	12787.41168
2944	12785.27486
2945	12783.37658
2946	12779.95949
2947	12777.41021
2948	12775.15696
2949	12773.20194
2950	12772.22103
2951	12770.07801
2952	12768.83817
2953	12768.07868
2954	12766.53203
2955	12766.07422
2956	12762.41079
2957	12759.41323
2958	12755.97652
2959	12753.50422
2960	12753.38091
2961	12749.98204
2962	12746.59337
2963	12743.69936
2964	12741.24488
2965	12739.40891
2966	12737.83535
2967	12737.3548
2968	12734.53911
2969	12733.08852
2970	12732.29316
2971	12730.53943
2972	12727.38336
2973	12726.04914
2974	12724.32195
2975	12722.11471
2976	12718.67497
2977	12716.34718
2978	12714.06669
2979	12711.4742
2980	12710.02131
2981	12706.60522
2982	12705.6769
2983	12704.31365
2984	12701.33284
2985	12701.18991
2986	12700.37685
2987	12699.8143
2988	12697.58395
2989	12693.79856
2990	12692.56626
2991	12688.19374
2992	12683.73659
2993	12681.75877
2994	12678.1552
2995	12676.804
2996	12674.79709
2997	12673.30269
2998	12669.36921
2999	12668.35831
3000	12667.69173
3001	12664.64399
3002	12662.68765
3003	12660.45952
3004	12659.39792
3005	12655.69019
3006	12654.44845
3007	12653.68232
3008	12651.1263
3009	12650.52162
3010	12647.27036
3011	12645.92316
3012	12644.30957
3013	12641.88334
3014	12640.75877
3015	12639.99089
3016	12637.91509
3017	12637.09504
3018	12634.63829
3019	12632.45923
3020	12628.03708
3021	12627.0269
3022	12624.60911
3023	12621.42124
3024	12619.04723
3025	12616.19773
3026	12613.6949
3027	12612.63775
3028	12611.64914
3029	12609.54448
3030	12608.80847
3031	12607.25743
3032	12606.19199
3033	12605.55571
3034	12602.30269
3035	12600.48489
3036	12599.43034
3037	12597.21227
3038	12592.20425
3039	12590.52856
3040	12589.04046
3041	12586.89396
3042	12584.02238
3043	12582.25945
3044	12578.46414
3045	12577.75303
3046	12576.68584
3047	12573.41983
3048	12570.93438
3049	12569.32196
3050	12566.73446
3051	12563.65067
3052	12563.17603
3053	12561.22963
3054	12559.84678
3055	12556.83799
3056	12554.22101
3057	12553.04623
3058	12552.08898
3059	12550.52949
3060	12548.17137
3061	12546.46395
3062	12545.13901
3063	12543.6617
3064	12540.87281
3065	12538.99992
3066	12536.79943
3067	12535.27978
3068	12533.60386
3069	12532.29044
3070	12532.15407
3071	12531.3011
3072	12529.02524
3073	12525.91502
3074	12524.70492
3075	12523.07131
3076	12521.12278
3077	12519.80719
3078	12517.42961
3079	12513.14696
3080	12512.28153
3081	12509.4368
3082	12508.27386
3083	12506.90551
3084	12504.30545
3085	12502.20456
3086	12500.62998
3087	12499.10432
3088	12495.18366
3089	12493.02772
3090	12490.64465
3091	12489.72251
3092	12486.24949
3093	12485.75576
3094	12484.93249
3095	12480.47019
3096	12480.07296
3097	12478.54881
3098	12475.61213
3099	12474.08158
3100	12471.90629
3101	12468.86098
3102	12466.66139
3103	12464.18471
3104	12462.95713
3105	12462.5749
3106	12461.05764
3107	12457.88878
3108	12454.87984
3109	12453.17052
3110	12451.21566
3111	12448.19796
3112	12445.87736
3113	12444.27349
3114	12442.85315
3115	12439.76866
3116	12438.94332
3117	12437.94048
3118	12435.61926
3119	12434.37625
3120	12433.00995
3121	12430.00446
3122	12426.39221
3123	12425.14338
3124	12423.16145
3125	12420.29272
3126	12416.40558
3127	12412.83174
3128	12412.19669
3129	12411.68802
3130	12409.53307
3131	12407.11971
3132	12404.78148
3133	12403.94158
3134	12400.46362
3135	12400.14467
3136	12398.47085
3137	12396.18915
3138	12391.93865
3139	12388.80354
3140	12387.01623
3141	12384.58112
3142	12383.109
3143	12381.13425
3144	12379.28907
3145	12378.51666
3146	12376.49032
3147	12375.80234
3148	12374.40187
3149	12372.51071
3150	12369.81159
3151	12368.81817
3152	12368.03875
3153	12367.55947
3154	12365.36033
3155	12361.60956
3156	12357.91718
3157	12356.80031
3158	12355.76105
3159	12353.97607
3160	12350.78393
3161	12349.95124
3162	12349.66451
3163	12346.44093
3164	12345.51413
3165	12344.45222
3166	12341.28484
3167	12338.12755
3168	12336.2971
3169	12334.56789
3170	12331.63694
3171	12330.09273
3172	12328.21516
3173	12328.03153
3174	12323.40917
3175	12320.27812
3176	12319.71293
3177	12316.19492
3178	12313.83717
3179	12312.03454
3180	12308.50199
3181	12307.81755
3182	12306.18812
3183	12305.28111
3184	12302.97129
3185	12302.2828
3186	12297.7927
3187	12296.01481
3188	12292.4001
3189	12290.43677
3190	12286.28341
3191	12283.3315
3192	12282.12337
3193	12279.77141
3194	12278.73181
3195	12275.98777
3196	12273.07393
3197	12272.52276
3198	12269.47232
3199	12268.12762
3200	12263.9424
3201	12262.94591
3202	12261.84722
3203	12258.27474
3204	12255.10234
3205	12254.06204
3206	12251.55037
3207	12249.51178
3208	12245.85384
3209	12242.20707
3210	12240.44755
3211	12239.07479
3212	12235.05403
3213	12233.7222
3214	12231.82475
3215	12230.41262
3216	12228.47272
3217	12227.83325
3218	12226.58538
